357379,150538,0.4,0
259077,150538,0.4,0
218631,181712,0.4,0
100881,169225,0.4,0
367638,150538,0.9,0
357915,196286,0.6,0
357915,26017,0.3,0
274974,169570,0.4,0
220710,150538,0.7,0
220710,160017,0.3,0
220710,160020,0.6,0
220710,200784,0.4,0
220710,213176,0.3,0
198201,150538,0.6,0
248902,26017,0.6,0
200784,220710,0.5,0
344161,150442,0.4,0
344161,196290,0.4,0
169570,190075,0.4,0
169570,274974,0.7,0
169570,279225,0.7,0
258674,150538,0.6,0
190075,26017,0.4,0
190075,160017,0.7,0
190075,160020,0.6,0
190075,181712,0.6,0
190075,188735,0.4,0
190075,196290,0.7,0
190075,200600,0.7,0
190075,200784,0.6,0
190075,262408,0.7,0
190075,271636,0.7,0
190075,300543,0.3,0
111229,12568,0.7,0
111229,36127,0.4,0
111229,36131,0.6,0
111229,49330,0.4,0
111229,49328,0.4,0
111229,61265,0.5,0
439934,150538,0.6,0
180863,123145,0.6,0
180863,160020,0.3,0
111234,12568,0.6,0
389762,26017,0.6,0
287368,160017,0.7,0
287368,196290,0.3,0
111241,12568,0.5,0
111241,36141,0.4,0
111241,61276,0.4,0
270475,241072,0.4,0
270475,270476,0.5,0
270476,270475,0.6,0
111244,36131,0.5,0
111244,36136,0.3,0
111244,36137,0.6,0
111244,49319,0.5,0
111244,49330,0.5,0
111244,111229,0.5,0
111244,12568,0.6,0
111244,151825,0.3,0
111244,36127,0.3,0
111244,36142,0.3,0
111244,49328,0.7,0
111244,181712,0.7,0
111244,61265,0.3,0
111244,61276,0.4,0
111244,236511,0.6,0
111244,272832,0.6,0
111244,304836,0.5,0
111245,12568,0.6,0
111245,49330,0.5,0
111245,435426,0.6,0
111245,36131,0.7,0
111245,36136,0.3,0
111245,49319,0.4,0
390803,150538,0.6,0
84631,26017,0.7,0
49319,36131,0.4,0
49319,36137,0.6,0
223919,36131,0.4,0
49328,12568,0.3,0
49328,49319,0.5,0
49328,49330,0.6,0
49330,36127,0.4,0
49330,36131,0.6,0
49330,49328,0.7,0
49330,61265,0.5,0
49330,150894,0.4,0
49330,111229,0.3,0
407734,150538,0.6,0
386232,241072,0.6,0
213176,220710,0.7,0
213176,235963,0.7,0
279225,169570,0.4,0
196286,196287,0.7,0
196286,196290,0.3,0
196287,196286,0.6,0
196290,160017,0.3,0
196290,160020,0.4,0
196290,181712,0.4,0
196290,188735,0.4,0
196290,190075,0.4,0
196290,196286,0.3,0
196290,200600,0.6,0
196290,287368,0.7,0
197315,196286,0.3,0
197315,10036,0.3,0
197315,26017,0.7,0
435426,272832,0.3,0
377579,150538,0.4,0
377579,26017,0.5,0
199404,160020,0.7,0
199404,188735,0.5,0
199404,190075,0.4,0
229629,26017,0.6,0
151825,111244,0.4,0
160017,160020,0.3,0
160017,190075,0.3,0
160017,196290,0.7,0
160017,97254,0.5,0
390420,150538,0.3,0
189717,26017,0.3,0
160020,10036,0.3,0
160020,97254,0.4,0
160020,160017,0.7,0
160020,190075,0.6,0
160020,196290,0.6,0
160020,200600,0.4,0
160020,220710,0.6,0
271636,150538,0.4,0
271636,190075,0.6,0
12568,111234,0.5,0
12568,150894,0.4,0
12568,36141,0.4,0
12568,49328,0.7,0
36127,12568,0.6,0
36127,49328,0.4,0
36127,49330,0.7,0
36127,61265,0.5,0
36127,111229,0.3,0
36127,196020,0.7,0
36131,111229,0.5,0
36131,223919,0.3,0
36131,12568,0.7,0
36131,36136,0.6,0
36131,36137,0.7,0
36131,36141,0.5,0
36131,36142,0.4,0
36131,49319,0.3,0
36131,61276,0.6,0
36136,49319,0.7,0
36136,61276,0.7,0
36137,12568,0.7,0
36137,36131,0.7,0
36137,36141,0.4,0
36137,36142,0.3,0
36137,49319,0.4,0
36141,12568,0.5,0
36141,36131,0.4,0
36141,49319,0.6,0
36141,61276,0.5,0
36142,49319,0.6,0
397616,150538,0.4,0
10036,160020,0.4,0
10036,197315,0.4,0
10036,296265,0.6,0
316220,26017,0.4,0
316220,241072,0.7,0
188735,181712,0.4,0
188735,190075,0.3,0
188735,196290,0.3,0
296265,10036,0.7,0
394061,26017,0.7,0
435024,26017,0.3,0
61265,44496,0.3,0
61265,61276,0.3,0
61265,111229,0.6,0
61265,111244,0.6,0
61265,152375,0.7,0
342875,150538,0.3,0
342875,188735,0.4,0
342875,342876,0.5,0
61276,49319,0.3,0
61276,12568,0.3,0
61276,36131,0.5,0
61276,36141,0.3,0
342876,342875,0.7,0
367459,84631,0.5,0
150894,12568,0.6,0
150894,49330,0.4,0
398703,150538,0.7,0
386419,386420,0.5,0
386420,150538,0.7,0
386420,386419,0.6,0
146805,130,0.3,0
146805,44496,0.6,0
357763,160017,0.3,0
357767,26017,0.6,0
357767,84631,0.6,0
200599,97254,0.9,0
200600,26017,0.3,0
200600,97254,0.3,0
200600,150538,0.4,0
200600,160020,0.3,0
200600,181712,0.3,0
200600,188735,0.4,0
200600,190075,0.5,0
200600,196286,0.5,0
200600,196290,0.7,0
26017,84631,0.5,0
26017,169225,0.7,0
26017,274243,0.3,0
264100,26017,0.5,0
150442,150442,0.4,0
150442,344161,0.7,0
241070,241072,0.3,0
367535,84631,0.3,0
241072,241070,0.4,0
241072,270475,0.7,0
235963,213176,0.3,0
119741,49319,0.6,0
272832,435426,0.5,0
348111,150538,0.7,0
44496,146805,0.4,0
181712,188735,0.6,0
181712,190075,0.7,0
181712,196290,0.7,0
181712,200600,0.5,0
298451,150538,0.6,0
269780,150538,0.3,0
236511,111244,0.6,0
97254,150538,0.6,0
97254,160017,0.4,0
97254,160020,0.6,0
97254,200599,0.3,0
97254,200600,0.5,0
300543,190075,0.7,0
