133633,26474,0.5,0
133634,183465,0.4,0
207364,27259,0.6,0
207364,83529,0.7,0
207364,216607,0.7,0
207364,154218,0.4,0
207364,158647,0.4,0
207364,166471,0.6,0
207364,182131,0.4,0
207364,184780,0.3,0
207364,202399,0.3,0
116229,22197,0.7,0
116229,49995,0.4,0
287752,54863,0.4,0
331787,154218,0.5,0
219660,54750,0.7,0
219660,60924,0.6,0
224269,102887,0.3,0
219662,154218,0.4,0
219662,158647,0.3,0
219662,166471,0.3,0
219662,202820,0.4,0
219662,219625,0.3,0
219662,27259,0.6,0
219662,83529,0.4,0
253969,36798,0.7,0
435219,54863,0.6,0
83990,60924,0.7,0
448022,61473,0.6,0
448022,159404,0.4,0
448022,223482,0.3,0
274968,121079,0.6,0
274968,148175,0.3,0
216602,154218,0.7,0
216602,158647,0.3,0
216602,166471,0.5,0
216602,195724,0.5,0
216602,216607,0.6,0
227360,54863,0.6,0
216607,166471,0.7,0
216607,195728,0.7,0
216607,207364,0.4,0
61473,159404,0.4,0
324644,54863,0.7,0
41004,81725,0.7,0
139822,151976,0.7,0
95283,615,0.5,0
95283,95283,0.6,0
95283,95285,0.5,0
95283,95293,0.7,0
214575,83529,0.7,0
129078,51963,0.4,0
217137,174836,0.5,0
217137,205259,0.7,0
67640,26945,0.6,0
243256,243257,0.5,0
243257,174836,0.6,0
243257,243256,0.4,0
95293,95283,0.7,0
421952,158647,0.7,0
421952,154218,0.5,0
421952,27259,0.5,0
421952,83529,0.7,0
106050,41956,0.3,0
106050,121079,0.5,0
106050,134555,0.5,0
106050,187331,0.7,0
126018,615,0.3,0
217155,195728,0.6,0
217155,202399,0.4,0
217155,285381,0.6,0
217155,92543,0.6,0
202820,219662,0.6,0
166471,154218,0.7,0
166471,158647,0.3,0
166471,182131,0.6,0
166471,207364,0.5,0
166471,216607,0.5,0
166471,219662,0.5,0
166471,222117,0.7,0
166471,245720,0.5,0
166471,245721,0.4,0
23625,54947,0.6,0
83529,195731,0.3,0
83529,205259,0.5,0
83529,215273,0.5,0
83529,219662,0.4,0
45643,67458,0.3,0
45643,90023,0.7,0
45643,185931,0.6,0
185931,45643,0.6,0
185931,67458,0.7,0
438858,27259,0.8,0
54863,54750,0.6,0
54863,130258,0.4,0
244817,36798,0.5,0
361556,54863,0.3,0
240217,237170,0.7,0
601,609,0.5,0
601,615,0.6,0
391257,54863,0.7,0
609,601,0.7,0
408161,54863,0.7,0
238691,217311,0.4,0
615,246542,0.3,0
615,95283,0.3,0
615,615,0.4,0
154218,27259,0.4,0
154218,154218,0.5,0
154218,158647,0.4,0
154218,166471,0.6,0
154218,216602,0.5,0
365675,154218,0.6,0
365675,174836,0.5,0
365675,195724,0.5,0
416364,615,0.5,0
408685,205259,0.4,0
237170,615,0.7,0
237170,155877,0.3,0
237170,240217,0.4,0
194165,247781,0.4,0
194165,54863,0.4,0
324728,154218,0.5,0
324728,208814,0.7,0
324728,216602,0.4,0
324728,27259,0.5,0
27259,27259,0.6,0
237694,54863,0.5,0
281216,60924,0.5,0
113794,115018,0.7,0
113794,54947,0.5,0
200836,54750,0.5,0
200836,54863,0.4,0
200836,615,0.3,0
262277,54863,0.5,0
216709,92543,0.4,0
303751,216602,0.5,0
303751,219625,0.6,0
228492,154218,0.5,0
228492,166471,0.7,0
195724,154218,0.5,0
195724,158647,0.3,0
195724,182131,0.7,0
195724,216602,0.4,0
195728,154218,0.3,0
195728,158647,0.5,0
195728,184780,0.5,0
195728,195724,0.4,0
195728,216607,0.5,0
195728,217155,0.5,0
195731,102887,0.4,0
195731,181958,0.6,0
195731,192509,0.6,0
195731,215273,0.4,0
195731,223482,0.5,0
195731,258256,0.5,0
195731,83529,0.4,0
383638,54863,0.7,0
44696,615,0.7,0
141977,187110,0.3,0
141977,226961,0.7,0
141977,342783,0.6,0
141977,382455,0.5,0
158360,245524,0.6,0
158360,81725,0.5,0
186011,169152,0.3,0
186011,192509,0.4,0
186011,290017,0.7,0
116382,110562,0.5,0
202399,184780,0.6,0
202399,217155,0.4,0
202399,226579,0.6,0
202399,355512,0.5,0
302240,154218,0.3,0
302240,158647,0.6,0
54947,23625,0.4,0
54947,54947,0.3,0
54947,113794,0.9,0
54947,115018,0.3,0
54947,179404,0.3,0
214694,27259,0.5,0
254118,154218,0.5,0
254118,219625,0.3,0
102057,67458,0.7,0
102057,160600,0.4,0
130217,615,0.4,0
359595,83529,0.5,0
159404,61473,0.6,0
385711,27259,0.7,0
291506,51932,0.7,0
22197,54750,0.5,0
22197,116229,0.3,0
355512,27259,0.4,0
355512,202399,0.6,0
99515,102887,0.5,0
99515,151976,0.4,0
174270,41004,0.4,0
174270,54863,0.5,0
178368,245067,0.7,0
178368,54863,0.5,0
169152,139540,0.4,0
169152,186011,0.4,0
169152,192509,0.7,0
26819,154218,0.3,0
26819,214573,0.6,0
26819,27259,0.5,0
285381,154218,0.5,0
285381,217155,0.7,0
181958,52072,0.7,0
181958,195731,0.3,0
179404,54947,0.7,0
179404,113794,0.3,0
51917,133903,0.3,0
51917,158909,0.5,0
51917,90023,0.5,0
241868,54863,0.8,0
148175,274968,0.5,0
436429,205259,0.4,0
207057,615,0.4,0
130258,54863,0.4,0
265426,245618,0.5,0
265426,51936,0.4,0
265426,54750,0.5,0
265426,54863,0.3,0
265426,81725,0.5,0
216782,27259,0.5,0
216782,154218,0.7,0
216782,158647,0.7,0
131797,54750,0.3,0
131797,202967,0.4,0
258256,195731,0.4,0
170198,154218,0.3,0
286937,156287,0.5,0
286937,262277,0.7,0
286937,254213,0.6,0
51932,51936,0.4,0
198878,27259,0.5,0
217311,83529,0.7,0
217311,238691,0.7,0
51936,51932,0.4,0
290017,186011,0.5,0
155877,36798,0.5,0
155877,169152,0.6,0
215273,83529,0.7,0
425711,54863,0.6,0
276722,133644,0.7,0
276722,354162,0.7,0
276722,418210,0.4,0
174836,208101,0.3,0
174836,281413,0.3,0
121079,106050,0.6,0
121079,158909,0.6,0
121079,274968,0.6,0
51963,129078,0.3,0
51963,26945,0.4,0
212222,99515,0.3,0
342783,83990,0.7,0
342783,134555,0.5,0
342783,141977,0.4,0
177408,177409,0.4,0
177409,141975,0.7,0
177409,177408,0.5,0
177409,201633,0.7,0
177409,297128,0.7,0
177409,60924,0.6,0
371974,174836,0.5,0
240904,54863,0.7,0
319240,83529,0.7,0
412941,615,0.7,0
246542,615,0.6,0
133903,51917,0.4,0
305934,83529,0.4,0
426771,615,0.4,0
245524,158360,0.8,0
226579,202399,0.5,0
139540,169152,0.6,0
211226,154218,0.7,0
211226,158647,0.7,0
211226,216602,0.4,0
